id,resource_id,ts,pp1,pp2,pp3,,already_know,articulationRate,boring,clear,complicated,discovery,engagement,exciting,f0Range,fast,interactive,long,mood,pause,time-stamp,time_stamp,too_fast,too_long,too_much,unclear,valuable
1094,10,2021-12-17T12:10:15,,,,,,,,false,,,3,false,,false,,false,,,,,,,,false,false
1097,68,2021-12-17T13:08:52,,,,,false,,,false,,false,5,false,,false,false,false,,,,,false,false,false,false,false
1103,69,2021-12-17T13:09:51,,,,,false,,,false,,false,5,false,,false,false,false,,,,,false,false,false,false,true
1108,72,2021-12-17T13:12:48,,,,,,,,false,,,3,false,,false,,false,,,,,,,,false,false
1118,120,2021-12-17T14:00:51,,,,,,,,false,,,5,true,,false,,false,,,,,,,,false,false
1120,121,2021-12-17T14:01:41,,,,,,,,false,,,3,false,,false,,false,,,,,,,,false,false
1122,685,2021-12-26T23:25:05,,,,,,,,false,,,3,false,,false,,false,,,,,,,,false,false
1125,260,2021-12-29T16:20:36,,,,,,,,false,,,3,false,,false,,false,,,,,,,,true,false
1127,261,2021-12-29T16:21:07,,,,,,,,false,,,3,false,,false,,false,,,,,,,,false,false
1128,0,2022-01-11T20:48:22,,,,,false,5,,false,false,false,3,false,273,false,false,false,1,2,"0","12:00",false,false,false,false,false
